기준월,대분류,지표명,항목,값,단위,출처
2018-08-01,보상비,소비자물가지수(총지수),총지수,99.462,2020=100,ECOS
2018-09-01,보상비,소비자물가지수(총지수),총지수,100.221,2020=100,ECOS
2018-10-01,보상비,소비자물가지수(총지수),총지수,100.041,2020=100,ECOS
2018-11-01,보상비,소비자물가지수(총지수),총지수,99.33,2020=100,ECOS
2018-12-01,보상비,소비자물가지수(총지수),총지수,98.988,2020=100,ECOS
2019-01-01,보상비,소비자물가지수(총지수),총지수,98.884,2020=100,ECOS
2019-02-01,보상비,소비자물가지수(총지수),총지수,99.311,2020=100,ECOS
2019-03-01,보상비,소비자물가지수(총지수),총지수,99.121,2020=100,ECOS
2019-04-01,보상비,소비자물가지수(총지수),총지수,99.481,2020=100,ECOS
2019-05-01,보상비,소비자물가지수(총지수),총지수,99.652,2020=100,ECOS
2019-06-01,보상비,소비자물가지수(총지수),총지수,99.491,2020=100,ECOS
2019-07-01,보상비,소비자물가지수(총지수),총지수,99.187,2020=100,ECOS
2019-08-01,보상비,소비자물가지수(총지수),총지수,99.425,2020=100,ECOS
2019-09-01,보상비,소비자물가지수(총지수),총지수,99.794,2020=100,ECOS
2019-10-01,보상비,소비자물가지수(총지수),총지수,100.041,2020=100,ECOS
2019-11-01,보상비,소비자물가지수(총지수),총지수,99.481,2020=100,ECOS
2019-12-01,보상비,소비자물가지수(총지수),총지수,99.719,2020=100,ECOS
2020-01-01,보상비,소비자물가지수(총지수),총지수,100.09,2020=100,ECOS
2020-02-01,보상비,소비자물가지수(총지수),총지수,100.16,2020=100,ECOS
2020-03-01,보상비,소비자물가지수(총지수),총지수,99.94,2020=100,ECOS
2020-04-01,보상비,소비자물가지수(총지수),총지수,99.5,2020=100,ECOS
2020-05-01,보상비,소비자물가지수(총지수),총지수,99.44,2020=100,ECOS
2020-06-01,보상비,소비자물가지수(총지수),총지수,99.71,2020=100,ECOS
2020-07-01,보상비,소비자물가지수(총지수),총지수,99.63,2020=100,ECOS
2020-08-01,보상비,소비자물가지수(총지수),총지수,100.19,2020=100,ECOS
2020-09-01,보상비,소비자물가지수(총지수),총지수,100.74,2020=100,ECOS
2020-10-01,보상비,소비자물가지수(총지수),총지수,100.18,2020=100,ECOS
2020-11-01,보상비,소비자물가지수(총지수),총지수,100.09,2020=100,ECOS
2020-12-01,보상비,소비자물가지수(총지수),총지수,100.33,2020=100,ECOS
2021-01-01,보상비,소비자물가지수(총지수),총지수,101.04,2020=100,ECOS
2021-02-01,보상비,소비자물가지수(총지수),총지수,101.58,2020=100,ECOS
2021-03-01,보상비,소비자물가지수(총지수),총지수,101.84,2020=100,ECOS
2021-04-01,보상비,소비자물가지수(총지수),총지수,101.98,2020=100,ECOS
2021-05-01,보상비,소비자물가지수(총지수),총지수,102.05,2020=100,ECOS
2021-06-01,보상비,소비자물가지수(총지수),총지수,102.05,2020=100,ECOS
2021-07-01,보상비,소비자물가지수(총지수),총지수,102.26,2020=100,ECOS
2021-08-01,보상비,소비자물가지수(총지수),총지수,102.75,2020=100,ECOS
2021-09-01,보상비,소비자물가지수(총지수),총지수,103.17,2020=100,ECOS
2021-10-01,보상비,소비자물가지수(총지수),총지수,103.35,2020=100,ECOS
2021-11-01,보상비,소비자물가지수(총지수),총지수,103.87,2020=100,ECOS
2021-12-01,보상비,소비자물가지수(총지수),총지수,104.04,2020=100,ECOS
2022-01-01,보상비,소비자물가지수(총지수),총지수,104.85,2020=100,ECOS
2022-02-01,보상비,소비자물가지수(총지수),총지수,105.42,2020=100,ECOS
2022-03-01,보상비,소비자물가지수(총지수),총지수,106.1,2020=100,ECOS
2022-04-01,보상비,소비자물가지수(총지수),총지수,106.83,2020=100,ECOS
2022-05-01,보상비,소비자물가지수(총지수),총지수,107.5,2020=100,ECOS
2022-06-01,보상비,소비자물가지수(총지수),총지수,108.21,2020=100,ECOS
2022-07-01,보상비,소비자물가지수(총지수),총지수,108.73,2020=100,ECOS
2022-08-01,보상비,소비자물가지수(총지수),총지수,108.63,2020=100,ECOS
2022-09-01,보상비,소비자물가지수(총지수),총지수,108.82,2020=100,ECOS
2022-10-01,보상비,소비자물가지수(총지수),총지수,109.16,2020=100,ECOS
2022-11-01,보상비,소비자물가지수(총지수),총지수,109.07,2020=100,ECOS
2022-12-01,보상비,소비자물가지수(총지수),총지수,109.26,2020=100,ECOS
2023-01-01,보상비,소비자물가지수(총지수),총지수,110.07,2020=100,ECOS
2023-02-01,보상비,소비자물가지수(총지수),총지수,110.33,2020=100,ECOS
2023-03-01,보상비,소비자물가지수(총지수),총지수,110.52,2020=100,ECOS
2023-04-01,보상비,소비자물가지수(총지수),총지수,110.77,2020=100,ECOS
2023-05-01,보상비,소비자물가지수(총지수),총지수,111.13,2020=100,ECOS
2023-06-01,보상비,소비자물가지수(총지수),총지수,111.16,2020=100,ECOS
2023-07-01,보상비,소비자물가지수(총지수),총지수,111.29,2020=100,ECOS
2023-08-01,보상비,소비자물가지수(총지수),총지수,112.28,2020=100,ECOS
2023-09-01,보상비,소비자물가지수(총지수),총지수,112.85,2020=100,ECOS
2023-10-01,보상비,소비자물가지수(총지수),총지수,113.27,2020=100,ECOS
2023-11-01,보상비,소비자물가지수(총지수),총지수,112.68,2020=100,ECOS
2023-12-01,보상비,소비자물가지수(총지수),총지수,112.73,2020=100,ECOS
2024-01-01,보상비,소비자물가지수(총지수),총지수,113.17,2020=100,ECOS
2024-02-01,보상비,소비자물가지수(총지수),총지수,113.78,2020=100,ECOS
2024-03-01,보상비,소비자물가지수(총지수),총지수,113.95,2020=100,ECOS
2024-04-01,보상비,소비자물가지수(총지수),총지수,114.01,2020=100,ECOS
2024-05-01,보상비,소비자물가지수(총지수),총지수,114.1,2020=100,ECOS
2024-06-01,보상비,소비자물가지수(총지수),총지수,113.84,2020=100,ECOS
2024-07-01,보상비,소비자물가지수(총지수),총지수,114.13,2020=100,ECOS
2024-08-01,보상비,소비자물가지수(총지수),총지수,114.54,2020=100,ECOS
2024-09-01,보상비,소비자물가지수(총지수),총지수,114.65,2020=100,ECOS
2024-10-01,보상비,소비자물가지수(총지수),총지수,114.69,2020=100,ECOS
2024-11-01,보상비,소비자물가지수(총지수),총지수,114.4,2020=100,ECOS
2024-12-01,보상비,소비자물가지수(총지수),총지수,114.91,2020=100,ECOS
2025-01-01,보상비,소비자물가지수(총지수),총지수,115.71,2020=100,ECOS
2025-02-01,보상비,소비자물가지수(총지수),총지수,116.08,2020=100,ECOS
2025-03-01,보상비,소비자물가지수(총지수),총지수,116.29,2020=100,ECOS
2025-04-01,보상비,소비자물가지수(총지수),총지수,116.38,2020=100,ECOS
2025-05-01,보상비,소비자물가지수(총지수),총지수,116.27,2020=100,ECOS
2025-06-01,보상비,소비자물가지수(총지수),총지수,116.31,2020=100,ECOS
2025-07-01,보상비,소비자물가지수(총지수),총지수,116.52,2020=100,ECOS
2025-08-01,보상비,소비자물가지수(총지수),총지수,116.45,2020=100,ECOS
2025-09-01,보상비,소비자물가지수(총지수),총지수,117.06,2020=100,ECOS
2025-10-01,보상비,소비자물가지수(총지수),총지수,117.42,2020=100,ECOS
2025-11-01,보상비,소비자물가지수(총지수),총지수,117.2,2020=100,ECOS
2025-12-01,보상비,소비자물가지수(총지수),총지수,117.57,2020=100,ECOS
2026-01-01,보상비,소비자물가지수(총지수),총지수,118.03,2020=100,ECOS
2026-02-01,보상비,소비자물가지수(총지수),총지수,118.4,2020=100,ECOS
2026-03-01,보상비,소비자물가지수(총지수),총지수,118.8,2020=100,ECOS
2026-04-01,보상비,소비자물가지수(총지수),총지수,119.37,2020=100,ECOS
2026-05-01,보상비,소비자물가지수(총지수),총지수,119.92,2020=100,ECOS
2026-06-01,보상비,소비자물가지수(총지수),총지수,119.99,2020=100,ECOS
